Product,Issue,State,ZIP code,Submitted via,Date received,Company,Company response,Timely response?,Consumer disputed?
Credit card,Billing statement,IN,46816,Postal mail,4/12/14,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Credit determination,IN,46818,Referral,4/10/14,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Late fee,IN,47802,Referral,4/9/14,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Billing disputes,IN,47025,Web,4/3/14,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,APR or interest rate,IN,46032,Web,3/23/14,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46614,Web,2/13/14,GE Capital Retail,Closed with non-monetary relief,Yes,No
Credit card,Billing disputes,IN,46406,Fax,2/8/14,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46222,Web,1/31/14,GE Capital Retail,Closed with explanation,Yes,No
Credit card,APR or interest rate,IN,47244,Web,1/26/14,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Billing disputes,IN,46390,Postal mail,1/15/14,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Other,IN,46205,Web,12/13/13,GE Capital Retail,Closed with explanation,Yes,Yes
Credit card,APR or interest rate,IN,46038,Web,11/29/13,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Credit determination,IN,46062,Web,10/14/13,GE Capital Retail,Closed with explanation,Yes,No
Credit card,APR or interest rate,IN,46902,Web,10/13/13,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Other,IN,47150,Phone,9/16/13,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Late fee,IN,46214,Phone,9/6/13,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Billing statement,IN,47401,Referral,8/29/13,GE Capital Retail,Closed with non-monetary relief,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46403,Web,7/2/13,GE Capital Retail,Closed with explanation,Yes,Yes
Credit card,Billing disputes,IN,46738,Phone,6/24/13,GE Capital Retail,Closed with monetary relief,Yes,Yes
Credit card,Other,IN,46356,Referral,6/21/13,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Overlimit fee,IN,46260,Phone,5/31/13,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Billing disputes,IN,44744,Web,3/28/13,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Credit reporting,IN,47711,Web,3/12/13,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Payoff process,IN,47918,Web,11/26/12,GE Capital Retail,Closed with non-monetary relief,Yes,No
Credit card,Late fee,IN,46221,Web,11/16/12,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Other,IN,46205,Web,11/8/12,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Closing/Cancelling account,IN,47960,Web,10/25/12,GE Capital Retail,Closed with non-monetary relief,Yes,No
Credit card,Other,IN,46268,Referral,10/17/12,GE Capital Retail,Closed with non-monetary relief,Yes,No
Credit card,Billing disputes,IN,46123,Fax,7/26/12,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Billing disputes,IN,46226,Web,7/21/12,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Billing disputes,IN,46236,Referral,6/13/12,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Billing disputes,IN,46311,Phone,6/6/12,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Billing disputes,IN,47462,Referral,6/1/12,GE Capital Retail,Closed with monetary relief,Yes,No
Credit card,Customer service / Customer relations,IN,47150,Web,5/22/12,GE Capital Retail,Closed without relief,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46237,Referral,5/19/12,GE Capital Retail,Closed with explanation,Yes,No
Credit card,Other,IN,47336,Web,5/7/12,GE Capital Retail,Closed without relief,Yes,Yes
Credit card,Closing/Cancelling account,IN,46241,Referral,5/3/12,GE Capital Retail,Closed without relief,Yes,Yes
Credit card,Other,IN,46256,Web,4/24/12,GE Capital Retail,Closed without relief,Yes,No
Credit card,APR or interest rate,IN,46947,Referral,3/12/12,GE Capital Retail,Closed without relief,Yes,Yes
Credit card,APR or interest rate,IN,46845,Web,2/16/12,GE Capital Retail,Closed without relief,Yes,No
Credit card,Privacy,IN,46160,Phone,2/15/12,GE Capital Retail,Closed with relief,Yes,No
Credit card,Credit reporting,IN,46032,Web,2/2/12,GE Capital Retail,Closed without relief,Yes,No
Credit card,Credit reporting,IN,46032,Web,1/2/12,GE Capital Retail,Closed without relief,Yes,No
Credit card,Billing statement,IN,46060,Web,12/20/11,GE Capital Retail,Closed with relief,Yes,No
Credit card,Other,IN,46227,Web,9/3/14,HSBC,Closed with explanation,Yes,
Credit card,Identity theft / Fraud / Embezzlement,IN,46214,Phone,5/12/14,HSBC,Closed with explanation,Yes,No
Credit card,Payoff process,IN,47630,Web,3/13/14,HSBC,Closed with monetary relief,Yes,No
Credit card,APR or interest rate,IN,47401,Phone,11/26/13,HSBC,Closed with explanation,Yes,Yes
Credit card,Rewards,IN,46220,Web,3/12/12,HSBC,Closed with relief,Yes,No
Credit card,Collection debt dispute,IN,46534,Web,1/6/12,HSBC,Closed without relief,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46204,Referral,8/27/14,JPMorgan Chase,Closed with explanation,Yes,
Credit card,Identity theft / Fraud / Embezzlement,IN,46123,Web,8/25/14,JPMorgan Chase,Closed with explanation,Yes,
Credit card,Other,IN,46561,Web,7/9/14,JPMorgan Chase,Closed with explanation,Yes,Yes
Credit card,Other,IN,47126,Fax,7/1/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Other,IN,46635,Web,5/5/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Delinquent account,IN,60617,Web,4/15/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Customer service / Customer relations,IN,46226,Web,4/14/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Delinquent account,IN,47362,Web,4/11/14,JPMorgan Chase,Closed with explanation,Yes,Yes
Credit card,Billing disputes,IN,46706,Web,3/18/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Forbearance / Workout plans,IN,46254,Referral,3/13/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Transaction issue,IN,46251,Web,3/12/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Advertising and marketing,IN,46038,Web,2/5/14,JPMorgan Chase,Closed with non-monetary relief,Yes,No
Credit card,Credit determination,IN,46251,Web,2/5/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Credit line increase/decrease,IN,46251,Web,1/31/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46814,Web,1/4/14,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46060,Referral,12/23/13,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Other,IN,46140,Web,11/3/13,JPMorgan Chase,Closed with explanation,Yes,Yes
Credit card,Credit determination,IN,46394,Web,10/7/13,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Closing/Cancelling account,IN,46268,Web,9/28/13,JPMorgan Chase,Closed with explanation,Yes,Yes
Credit card,Transaction issue,IN,47711,Phone,9/18/13,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,APR or interest rate,IN,46032,Postal mail,9/11/13,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Billing disputes,IN,46014,Referral,7/31/13,JPMorgan Chase,Closed with non-monetary relief,Yes,No
Credit card,Billing disputes,IN,47429,Referral,6/27/13,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Sale of account,IN,46240,Web,6/6/13,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Other,IN,46173,Web,5/30/13,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Credit determination,IN,46545,Postal mail,5/24/13,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Billing disputes,IN,46120,Web,4/8/13,JPMorgan Chase,Closed with explanation,Yes,Yes
Credit card,Billing disputes,IN,46120,Web,4/8/13,JPMorgan Chase,Closed with explanation,Yes,Yes
Credit card,Credit card protection / Debt protection,IN,46307,Web,3/5/13,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Credit reporting,IN,46113,Web,1/20/13,JPMorgan Chase,Closed with explanation,Yes,Yes
Credit card,Collection practices,IN,46205,Web,12/12/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,Collection practices,IN,46205,Web,12/12/12,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Late fee,IN,46804,Referral,11/8/12,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Payoff process,IN,46516,Web,11/2/12,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,APR or interest rate,IN,46254,Web,10/15/12,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Payoff process,IN,46706,Referral,8/22/12,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,APR or interest rate,IN,47725,Web,7/28/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,APR or interest rate,IN,47166,Web,7/19/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,APR or interest rate,IN,47805,Web,7/4/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,APR or interest rate,IN,47805,Web,7/4/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,APR or interest rate,IN,47805,Web,7/4/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,Payoff process,IN,46706,Referral,7/3/12,JPMorgan Chase,Closed with explanation,Yes,Yes
Credit card,Late fee,IN,46350,Referral,6/27/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,Collection debt dispute,IN,47038,Referral,6/21/12,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Privacy,IN,46121,Web,6/20/12,JPMorgan Chase,Closed with non-monetary relief,Yes,No
Credit card,Advertising and marketing,IN,46240,Web,6/19/12,JPMorgan Chase,Closed with explanation,Yes,No
Credit card,Credit reporting,IN,46032,Referral,6/8/12,JPMorgan Chase,Closed with explanation,Yes,Yes
Credit card,APR or interest rate,IN,47025,Web,6/5/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,APR or interest rate,IN,46410,Web,6/4/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,Billing disputes,IN,46052,Web,6/4/12,JPMorgan Chase,Closed with non-monetary relief,Yes,No
Credit card,Rewards,IN,46342,Web,5/31/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,Billing disputes,IN,46077,Phone,5/30/12,JPMorgan Chase,Closed with monetary relief,Yes,No
Credit card,Billing disputes,IN,46251,Web,5/17/12,JPMorgan Chase,Closed without relief,Yes,Yes
Credit card,Billing disputes,IN,46205,Web,4/25/12,JPMorgan Chase,Closed without relief,Yes,No
Credit card,Forbearance / Workout plans,IN,47336,Referral,3/29/12,JPMorgan Chase,Closed without relief,Yes,No
Credit card,APR or interest rate,IN,47909,Web,3/27/12,JPMorgan Chase,Closed with relief,Yes,No
Credit card,Credit reporting,IN,46077,Web,3/26/12,JPMorgan Chase,Closed without relief,Yes,No
Credit card,Credit reporting,IN,46077,Web,3/26/12,JPMorgan Chase,Closed without relief,Yes,No
Credit card,Billing disputes,IN,46033,Phone,3/16/12,JPMorgan Chase,Closed with relief,Yes,No
Credit card,APR or interest rate,IN,46845,Web,2/15/12,JPMorgan Chase,Closed with relief,Yes,No
Credit card,Credit determination,IN,46307,Web,1/17/12,JPMorgan Chase,Closed without relief,Yes,No
Credit card,Balance transfer fee,IN,47404,Web,12/12/11,JPMorgan Chase,Closed with relief,Yes,No
Credit card,APR or interest rate,IN,46392,Referral,12/6/11,JPMorgan Chase,Closed with relief,Yes,No
Credit card,Closing/Cancelling account,IN,47203,Web,6/2/14,KeyBank NA,Closed with non-monetary relief,Yes,Yes
Credit card,Customer service / Customer relations,IN,46526,Referral,4/3/14,KeyBank NA,Closed with non-monetary relief,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46360,Web,12/30/13,KeyBank NA,Closed with explanation,Yes,Yes
Credit card,Other,IN,46011,Web,6/11/14,Navy FCU,Closed with explanation,Yes,Yes
Credit card,Other,IN,46011,Referral,12/19/13,Navy FCU,Closed with explanation,Yes,Yes
Credit card,Billing disputes,IN,46011,Email,7/3/13,Navy FCU,Closed with monetary relief,Yes,Yes
Credit card,Billing disputes,IN,46171,Web,8/7/12,Navy FCU,Closed with explanation,Yes,Yes
Credit card,Collection debt dispute,IN,47038,Postal mail,7/10/12,Pentagon FCU,Closed with explanation,Yes,Yes
Credit card,Credit determination,IN,47725,Web,3/11/14,PNC Bank,Closed,Yes,No
Credit card,Payoff process,IN,46017,Referral,9/23/13,PNC Bank,Closed with explanation,Yes,No
Credit card,Other,IN,46236,Referral,8/19/13,PNC Bank,Closed with non-monetary relief,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46205,Referral,3/27/13,PNC Bank,Closed with explanation,Yes,Yes
Credit card,Billing disputes,IN,47906,Web,7/27/12,PNC Bank,Closed with monetary relief,Yes,No
Credit card,Billing statement,IN,46226,Referral,7/16/12,PNC Bank,Closed with explanation,Yes,No
Credit card,Collection practices,IN,46038,Web,3/7/12,PNC Bank,Closed without relief,Yes,Yes
Credit card,Balance transfer,IN,46701,Web,1/5/12,PNC Bank,Untimely response,No,
Credit card,Privacy,IN,46205,Web,3/18/14,SquareTwo Financial Corporation,Closed with explanation,Yes,Yes
Credit card,Billing statement,IN,47713,Email,7/5/12,State Farm Bank,Closed with monetary relief,Yes,No
Credit card,Late fee,IN,46901,Web,9/18/14,TD Bank,Closed with non-monetary relief,Yes,
Credit card,Customer service / Customer relations,IN,47460,Web,2/21/14,TD Bank,Closed with explanation,Yes,No
Credit card,APR or interest rate,IN,46219,Referral,7/23/14,U.S. Bancorp,Closed with explanation,Yes,
Credit card,Delinquent account,IN,46280,Web,6/5/14,U.S. Bancorp,Closed with explanation,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46706,Web,4/2/14,U.S. Bancorp,Closed with explanation,Yes,No
Credit card,Credit card protection / Debt protection,IN,47111,Web,1/11/14,U.S. Bancorp,Closed with explanation,Yes,No
Credit card,Unsolicited issuance of credit card,IN,46268,Web,9/20/13,U.S. Bancorp,Closed with monetary relief,Yes,Yes
Credit card,Transaction issue,IN,47025,Web,9/17/13,U.S. Bancorp,Closed with explanation,Yes,Yes
Credit card,Closing/Cancelling account,IN,46260,Referral,9/3/13,U.S. Bancorp,Closed with explanation,Yes,No
Credit card,Billing disputes,IN,46901,Web,7/1/13,U.S. Bancorp,Closed with explanation,Yes,Yes
Credit card,Billing disputes,IN,47025,Referral,5/14/12,U.S. Bancorp,Closed with explanation,Yes,No
Credit card,Advertising and marketing,IN,47346,Web,2/23/12,U.S. Bancorp,Closed without relief,Yes,No
Credit card,Other,IN,47250,Web,11/23/13,"United Recovery Systems, LP",Closed with explanation,Yes,Yes
Credit card,Customer service / Customer relations,IN,46251,Web,9/18/14,Wells Fargo,Closed with explanation,Yes,
Credit card,Credit determination,IN,46168,Web,7/2/14,Wells Fargo,Closed with explanation,Yes,No
Credit card,Other,IN,46350,Phone,5/15/14,Wells Fargo,Closed with non-monetary relief,Yes,No
Credit card,Other,IN,46251,Web,5/14/14,Wells Fargo,Closed with explanation,Yes,No
Credit card,Customer service / Customer relations,IN,46251,Web,3/24/14,Wells Fargo,Closed with explanation,Yes,No
Credit card,Other,IN,46075,Web,3/17/14,Wells Fargo,Closed with explanation,Yes,Yes
Credit card,Payoff process,IN,47304,Web,3/12/14,Wells Fargo,Closed with explanation,Yes,No
Credit card,Identity theft / Fraud / Embezzlement,IN,46403,Web,7/26/13,Wells Fargo,Closed with non-monetary relief,Yes,Yes
Credit card,Other fee,IN,46251,Web,8/22/12,Wells Fargo,Closed with non-monetary relief,Yes,Yes
Credit card,Credit determination,IN,46032,Referral,7/20/12,Wells Fargo,Closed with explanation,Yes,No
Credit card,Late fee,IN,47130,Referral,4/10/12,Wells Fargo,Closed with relief,Yes,No
Credit card,Late fee,IN,46038,Web,1/8/12,Wells Fargo,Closed with relief,Yes,No
Credit card,Credit card protection / Debt protection,IN,46553,Web,9/3/14,"Weltman, Weinberg & Reis",In progress,Yes,
